avg_pts_for,avg_pts_let,avg_rsh,avg_pss,pss_rate,3rd_dn_rate,4th_dn_rate,pss_td,rsh_td,1st_dns,sacks,trnovrs,pens,pen_yrds,home_win
7.0,8.2,-0.6989866282904602,1.1228571428571428,0.04571428571428571,0.07142857142857145,-0.16666666666666669,4.0,1.0,8.0,-4.0,1.0,-1.0,-24.0,1.0
-3.8000000000000007,5.0,0.3086929905111724,-1.0925031429894796,-0.15470125057897177,-0.026150281363786776,-0.1785714285714286,-2.0,1.0,-3.0,5.0,0.0,-7.0,-55.0,1.0
0.3999999999999986,22.0,-0.2100036114120618,0.22362272503689162,-0.0686792916871618,-0.07909140667761361,0.0,1.0,0.0,9.0,-3.0,0.0,5.0,73.0,0.0
0.40000000000000036,-15.8,-0.49514817728822447,0.80445632798574,0.0770053475935829,0.14444444444444446,0.6,0.0,0.0,12.0,2.0,0.0,-10.0,-74.0,1.0
-13.599999999999998,16.6,-0.5097835824414165,-0.7336087319032814,0.0021602364890471737,-0.0060606060606061,0.0,-3.0,-2.0,-11.0,-8.0,-6.0,9.0,-9.0,0.0
-10.666666666666668,7.000000000000002,-0.9669738863287254,-0.6800762961678517,-0.02618345760360674,-0.08508585761142196,0.09999999999999998,-2.0,-6.0,-16.0,-11.0,-2.0,-5.0,-22.0,1.0
-2.333333333333334,8.499999999999998,-0.10609634076615215,0.11557125526296996,0.06950688646257053,-0.11658841940532078,-0.5833333333333334,-2.0,-2.0,-12.0,5.0,1.0,14.0,27.0,0.0
-1.5,-4.5,0.3887330528284245,0.24152373354607182,0.04463058990382485,-0.028934817170111315,0.0,-4.0,4.0,12.0,1.0,0.0,12.0,135.0,0.0
-19.5,-3.3333333333333357,-0.7559104627766602,-3.434682964094729,-0.024216959511077163,-0.015754560530679917,0.4,-8.0,-5.0,-40.0,-14.0,-8.0,-6.0,-59.0,1.0
0.33333333333333215,-2.0,-0.10037579113924044,0.9519652011806743,0.030573248407643305,0.07983367983367984,0.16666666666666669,1.0,2.0,-21.0,-1.0,3.0,2.0,73.0,1.0
-7.666666666666668,12.166666666666666,-0.7256555918976302,0.46326044598397953,0.09153496427798224,0.009295499021526432,-0.25,0.0,-5.0,-5.0,-2.0,-8.0,-2.0,-57.0,1.0
1.3333333333333321,-1.5,-0.5707472959685349,0.5141700404858298,0.009005501920481662,0.1159002206007127,-0.041666666666666685,2.0,-1.0,-4.0,-2.0,1.0,-5.0,-42.0,1.0
-3.833333333333334,-2.5,2.2511111111111113,-1.2235673930589188,-0.09183673469387754,-0.11438326931284681,-0.125,-2.0,-2.0,-4.0,-3.0,1.0,9.0,95.0,1.0
3.166666666666666,12.0,-1.45912910618793,0.1298363095238093,0.09375,-0.046153846153846156,-0.33333333333333337,2.0,2.0,5.0,1.0,-2.0,0.0,40.0,0.0
2.833333333333332,-5.833333333333332,-0.8004399748585791,0.14232326378075388,-0.0014187342122564672,0.19500499500499502,0.0,3.0,0.0,10.0,-2.0,5.0,-16.0,-195.0,1.0
-10.166666666666666,-2.833333333333332,2.0113821138211385,-1.2507849880382773,-0.16409988038277512,-0.11347233360064152,-0.5714285714285714,-6.0,-1.0,-40.0,-6.0,-9.0,-10.0,-61.0,1.0
3.166666666666666,4.833333333333334,-0.1695863746958639,0.3161527005920597,-0.02909447531873155,0.1095890410958904,0.16666666666666663,5.0,2.0,19.0,5.0,2.0,-7.0,-41.0,0.0
3.333333333333332,-2.833333333333334,-0.8429864253393662,-0.7083690680388788,-0.11881789594053749,0.002937853107344679,0.380952380952381,-3.0,6.0,-10.0,0.0,3.0,-1.0,43.0,0.0
-0.5714285714285694,-2.5714285714285694,-0.002958376332989232,0.05493276527759239,0.056557049660498016,-0.010968432316746934,0.09999999999999998,-3.0,2.0,-5.0,-6.0,2.0,-12.0,-59.0,1.0
0.5714285714285694,0.8571428571428559,-2.29561875036125,1.0995587424158852,0.10217870932156647,-0.01149425287356326,0.16666666666666663,2.0,0.0,-8.0,0.0,0.0,13.0,81.0,0.0
0.14285714285714235,-0.4285714285714306,1.3983748454336689,-0.6358663968999698,-0.023095915777922582,0.04181628634310203,-0.1785714285714286,0.0,0.0,-6.0,1.0,-10.0,-16.0,-79.0,1.0
-2.0,0.42857142857142705,0.9100955546323224,-1.4190302714892873,-0.23401856188741438,-0.05676691729323308,0.0714285714285714,-5.0,2.0,-4.0,-3.0,3.0,6.0,92.0,1.0
8.0,-19.285714285714285,-1.3042244640605296,0.24480874316939882,-0.016141235813366905,0.05662805662805659,0.35,2.0,-1.0,13.0,6.0,9.0,-1.0,-24.0,1.0
5.000000000000002,5.857142857142856,0.199642857142857,1.5498076923076924,0.10346153846153838,0.038095238095238126,-0.16666666666666663,0.0,3.0,21.0,-1.0,-9.0,2.0,37.0,0.0
11.142857142857142,0.8571428571428577,1.1205695712737964,2.2660251940687024,0.07472226095849022,0.08296296296296296,0.0,8.0,0.0,35.0,8.0,2.0,7.0,15.0,1.0
10.714285714285715,6.571428571428571,1.3761622992392222,2.4911564625850344,0.0016728002676480447,0.056980864635010675,-0.5,9.0,1.0,40.0,12.0,2.0,11.0,144.0,0.0
5.571428571428569,-6.142857142857142,0.6353068952358587,-0.7783906882591092,0.04251012145748989,0.08218816067653273,0.0714285714285714,0.0,7.0,13.0,10.0,-5.0,-10.0,-98.0,1.0
-13.14285714285714,-11.142857142857142,0.6471264715673515,-2.0415924628023205,-0.1152122709254898,-0.16156862745098044,0.0,-8.0,-4.0,-37.0,5.0,0.0,-10.0,-75.0,0.0
-10.285714285714286,1.428571428571427,0.4636363636363634,-1.7981864761005868,-0.13749747185330013,-0.09557109557109555,-0.25,-6.0,-4.0,-32.0,-7.0,-4.0,21.0,150.0,1.0
-8.428571428571429,-6.714285714285715,-0.5411547911547911,-1.6811752754551845,-0.037534838894532574,-0.11578947368421055,0.0,-3.0,-4.0,-34.0,3.0,-6.0,-20.0,-153.0,1.0
-6.571428571428569,0.0,-0.44427393633026435,-0.6604474425753573,0.057510033302023644,-0.2181942544459644,-0.2916666666666667,-2.0,-6.0,-1.0,1.0,-2.0,4.0,-111.0,0.0
-2.2857142857142847,2.1428571428571423,0.28096516326952026,0.29894179894179906,0.07180650037792902,-0.09676557070302061,-0.0357142857142857,-4.0,-5.0,-34.0,1.0,0.0,18.0,68.0,0.0
-6.5,-2.875,-0.4592391304347827,0.29797979797979846,0.0393825899443877,-0.0892857142857143,-0.38888888888888895,-4.0,-2.0,-32.0,-1.0,-4.0,5.0,13.0,1.0
14.875,-9.5,-0.6274341521160105,0.8258810572687221,0.011500943989930734,0.01931840697444026,0.04166666666666663,8.0,1.0,5.0,4.0,14.0,-6.0,-34.0,0.0
7.375,-6.0,1.101490284851915,0.2502014730963138,-0.09368967520662708,0.03768155659084682,-0.2666666666666666,2.0,2.0,15.0,8.0,7.0,7.0,91.0,1.0
1.375,1.75,0.2298206278026904,0.2848694316436253,-0.017857142857142905,-0.024616031979802222,0.09523809523809523,4.0,-5.0,-1.0,-2.0,3.0,14.0,110.0,0.0
-1.25,-6.375,-0.2855185015989039,-1.4290242770991188,-0.05083500850471623,0.05357142857142855,0.0,-1.0,-3.0,-14.0,4.0,8.0,-7.0,-96.0,1.0
-9.875,-0.375,0.18675541901348325,-2.6327269436148066,-0.10905964340664309,-0.07826635808962762,-0.16666666666666669,-6.0,-2.0,-26.0,-7.0,0.0,-4.0,45.0,0.0
-8.0,3.625,0.28979146243650256,-0.19869434214931392,0.08043187144291941,-0.054395604395604424,-0.125,-4.0,-5.0,-26.0,-7.0,-10.0,6.0,53.0,1.0
-2.625,6.875,-1.6098573281452655,0.16751082251082217,0.08400432900432897,-0.07370370370370372,0.0,-1.0,1.0,-10.0,-4.0,-4.0,14.0,90.0,1.0
3.125,-9.0,-0.17937005726752053,0.6025490196078431,0.11941176470588233,0.03958186516326051,-0.015873015873015817,2.0,3.0,8.0,5.0,-2.0,-3.0,-37.0,1.0
0.875,13.625,0.6714285714285717,0.14204912734324449,-0.03890594699418226,-0.005304101838755293,-0.22222222222222227,3.0,3.0,2.0,-4.0,-4.0,-13.0,-6.0,1.0
5.875,8.375,-0.9993305692320984,1.923527998077386,0.08942561884162459,0.0,-0.4545454545454546,6.0,0.0,9.0,7.0,3.0,5.0,66.0,0.0
13.5,-3.75,1.2731281756303323,1.2563211857091732,0.03395860965494013,0.1419141914191419,0.16666666666666669,4.0,7.0,35.0,12.0,2.0,14.0,82.0,1.0
-4.75,-8.25,0.0968031779059868,-1.132477128782548,-0.08340957072484168,-0.1690242148165908,0.0,-1.0,0.0,-13.0,7.0,3.0,2.0,71.0,0.0
7.125,3.625,-0.664302600472813,0.8168085157973861,0.10753861448558472,0.08829871751220064,0.0,9.0,1.0,29.0,7.0,0.0,-5.0,-52.0,1.0
12.0,1.1111111111111107,-0.09412423537520453,1.5098324227691178,0.04091691310377088,0.2992324561403508,0.0,10.0,4.0,69.0,-12.0,5.0,-14.0,-37.0,1.0
3.0,-8.777777777777777,0.47331957311316986,-0.3763275357857472,-0.040480221640757263,0.0013468013468013185,0.4415584415584416,5.0,1.0,32.0,8.0,2.0,5.0,104.0,0.0
4.888888888888889,-3.333333333333332,0.6338067390698976,1.0903570142899621,-0.053325194471834925,0.00783108643933389,-0.4,8.0,0.0,15.0,14.0,9.0,-5.0,-60.0,1.0
-8.111111111111114,3.7777777777777786,-0.9828055839291792,0.025957734246839337,-0.04734793656920455,-0.14262777629114265,0.09999999999999998,1.0,-8.0,-22.0,-14.0,0.0,1.0,-16.0,0.0
2.1111111111111107,-3.8888888888888857,-0.10991339598304783,0.6852059483063853,0.03787029387466068,0.013302294645826385,0.12121212121212122,1.0,3.0,31.0,-2.0,3.0,17.0,53.0,0.0
4.8888888888888875,-9.111111111111112,0.6273954275370874,-0.3931788931788933,-0.120978120978121,-0.032330827067669154,-0.15873015873015872,-2.0,5.0,-12.0,4.0,8.0,-3.0,0.0,0.0
-5.555555555555554,-1.2222222222222214,0.28689370485036125,-1.375811965811966,-0.05790598290598292,-0.02951070336391437,0.0535714285714286,-3.0,-4.0,-6.0,2.0,-2.0,17.0,175.0,1.0
-5.666666666666666,11.666666666666666,0.5205625879043603,-0.6201771653543302,-0.12805118110236213,-0.08726567550096959,0.05555555555555558,-4.0,1.0,-10.0,-9.0,-12.0,0.0,36.0,0.0
3.7777777777777786,-0.7777777777777786,2.5662633401149306,0.699560332193454,-0.07208380828312433,0.014905814905814885,0.23809523809523808,3.0,1.0,23.0,3.0,5.0,18.0,129.0,0.0
-3.5555555555555554,-7.222222222222221,-0.20936517913262165,0.12071129211753906,0.05606989794710304,-0.05349378881987582,0.0,-5.0,-3.0,-40.0,-6.0,2.0,10.0,80.0,0.0
-5.444444444444445,7.333333333333332,-0.6446336633663368,-0.5947526302060684,-0.07690635596904616,-0.10897435897435898,-0.6363636363636364,-4.0,-5.0,-29.0,-2.0,-4.0,25.0,191.0,0.0
-2.333333333333332,1.8888888888888893,0.6022181294042279,0.3050283050283049,-0.012987012987012991,-0.004068607897885879,0.032967032967033016,-2.0,1.0,13.0,0.0,3.0,-12.0,-26.0,1.0
-9.88888888888889,3.555555555555557,-1.6060908084163903,-0.8119727449707979,-0.009409474367294002,-0.12278657968313139,0.04166666666666663,-3.0,-9.0,-34.0,-1.0,4.0,0.0,-180.0,0.0
-1.6666666666666679,-2.2222222222222214,-0.030649987532208378,-1.2276124295266815,-0.0672348236528123,0.005983246908655759,-0.3333333333333333,1.0,-1.0,-17.0,14.0,-4.0,-2.0,-43.0,1.0
-4.444444444444443,4.888888888888889,1.2791438526630166,0.03886319135049199,0.03076137234314258,0.04403508771929826,-0.16666666666666669,1.0,-1.0,14.0,0.0,-11.0,6.0,15.0,0.0
3.8888888888888875,-1.1111111111111107,0.11581878158762793,1.4690512430238458,0.05834601725012678,-0.07964347326049456,0.033333333333333326,1.0,2.0,22.0,5.0,2.0,6.0,-83.0,1.0
8.8,0.09999999999999787,-0.0545844538353184,1.4833863583456193,0.13489563125630477,0.08191056910569106,0.13636363636363635,7.0,7.0,43.0,0.0,2.0,-14.0,-103.0,1.0
8.700000000000001,-8.0,0.8994867772681543,2.715620167027528,0.10584596350139186,0.09086134453781514,-0.3,12.0,0.0,31.0,11.0,0.0,11.0,138.0,0.0
-4.099999999999998,-4.800000000000001,-0.17516383211109376,-1.140948963317384,-0.043740031897926634,-0.12172538392050586,-0.16666666666666669,-3.0,1.0,-27.0,-2.0,-3.0,-6.0,-146.0,1.0
-1.6000000000000014,8.6,-0.18880284150460014,-0.24137835131827767,-0.012107390514332406,-0.012889500688274325,-0.2857142857142857,-2.0,-4.0,-15.0,9.0,-4.0,4.0,-70.0,0.0
1.2999999999999972,-2.0,-0.577584541062802,0.09315315315315331,0.021651651651651616,0.12294805107072887,0.0,0.0,-1.0,6.0,5.0,-4.0,-6.0,-94.0,0.0
1.8000000000000007,-4.400000000000002,-2.3185748360166967,0.08580270067516871,0.07452309505947918,0.04062500000000002,0.09999999999999998,1.0,-2.0,-20.0,0.0,8.0,0.0,-40.0,1.0
-6.5,-2.3000000000000007,-1.1125568942436415,-2.1460414535171113,-0.008253917161940016,-0.1154358837643295,-0.032967032967033016,-6.0,-3.0,-38.0,-6.0,-2.0,-3.0,-10.0,0.0
0.40000000000000036,2.6000000000000014,-0.23391359746543383,-0.06594104308389959,0.06693877551020411,0.1103331723804925,0.4642857142857143,5.0,0.0,41.0,-7.0,-3.0,-9.0,-39.0,0.0
-0.09999999999999964,1.0,-0.09864653826132219,-0.37395725214315956,-0.05164725329642872,0.048399775407074686,0.010101010101010166,1.0,4.0,24.0,2.0,1.0,-9.0,-27.0,1.0
-5.300000000000001,-2.0,-0.7377685377685381,-1.8698382290336308,-0.08673903788846316,-0.061552247036118,-0.15584415584415584,0.0,-5.0,-29.0,-1.0,6.0,-16.0,-151.0,1.0
-9.5,8.7,0.3035340148933483,-0.29460635982375116,0.04504432765302335,0.028236914600551,-0.125,-7.0,2.0,-15.0,-6.0,-11.0,-10.0,-123.0,0.0
-3.0999999999999996,0.10000000000000142,-1.4529009165880677,-0.8201906920401703,-0.07139228635067019,0.04154995331465916,0.24999999999999994,-1.0,-4.0,-11.0,-1.0,5.0,-3.0,-77.0,1.0
-2.6999999999999993,5.200000000000003,0.35548923126562837,-0.08327272727272739,0.01958041958041956,-0.04406130268199232,0.0,-7.0,3.0,-31.0,-14.0,2.0,-7.0,65.0,1.0
0.10000000000000142,-1.5,0.3105391073795847,-0.19317129629629637,-0.07039141414141414,-0.06538461538461537,0.0,-3.0,4.0,-22.0,4.0,3.0,18.0,251.0,1.0
-13.899999999999999,-6.4,-0.19823663253697443,-1.0992343076743918,-0.10823046465587516,-0.08655737704918032,0.30000000000000004,-4.0,-12.0,-38.0,-12.0,3.0,-17.0,-203.0,0.0
-2.8999999999999986,-5.5,-0.5359726334861206,-0.3129517431972788,-0.025430484693877542,-0.03293325526932084,0.22222222222222227,-5.0,2.0,-32.0,-2.0,-2.0,-9.0,-110.0,1.0
1.3636363636363615,4.636363636363637,0.36664494018208194,0.9703296703296704,0.04450549450549446,-0.06210526315789472,-0.1388888888888889,2.0,3.0,6.0,-7.0,-2.0,9.0,44.0,0.0
12.636363636363637,-2.3636363636363633,0.2311670268601418,2.6591485507246375,0.06109601449275359,0.15380235026142774,0.2727272727272727,5.0,12.0,67.0,8.0,11.0,19.0,239.0,1.0
2.2727272727272734,4.454545454545453,-0.553054662379421,0.8662147420913202,0.06225650615552447,0.0013618041180956109,-0.19444444444444442,1.0,3.0,15.0,-3.0,-2.0,8.0,58.0,1.0
-4.272727272727275,5.818181818181818,-0.5082386363636364,0.4399820447824254,0.0541297000422476,-0.10116144018583045,-0.18055555555555558,0.0,-7.0,-28.0,4.0,-2.0,3.0,-23.0,1.0
1.09090909090909,-1.1818181818181834,-0.2622764028424407,-0.09135587387619903,-0.07771970576848619,0.01871505192285744,-0.37777777777777777,-2.0,3.0,-13.0,0.0,5.0,-7.0,-30.0,1.0
1.8181818181818166,-2.6363636363636367,-0.8408602150537638,0.6667232767232765,0.020069930069930075,0.037037037037037035,0.16666666666666669,3.0,-2.0,37.0,3.0,1.0,14.0,21.0,1.0
-1.5454545454545432,-7.272727272727273,-0.9151155760795464,-1.4686999783690249,-0.020116807268007797,-0.03301299606632474,0.25274725274725274,-4.0,-3.0,-31.0,1.0,8.0,18.0,109.0,1.0
0.5454545454545467,5.81818181818182,0.2963203463203463,0.18032871083718494,0.022650231124807352,0.08467792370231397,0.22222222222222227,-1.0,2.0,-2.0,-14.0,-10.0,4.0,174.0,1.0
-6.999999999999998,-2.2727272727272734,-0.6854084645669292,-1.853427942448306,-0.0038525041276830096,0.0074843351125551405,0.0,-9.0,-3.0,-29.0,-2.0,-1.0,-14.0,-74.0,0.0
-5.0,-2.09090909090909,2.1817722444415777,-1.820653695746632,-0.13929416308598463,-0.10922171353826027,-0.09999999999999998,-4.0,-2.0,-22.0,1.0,8.0,6.0,148.0,0.0
0.545454545454545,-4.636363636363637,1.0714285714285716,-0.05247813411078717,0.058309037900874605,-0.03623188405797101,0.0,-4.0,-1.0,-10.0,1.0,-6.0,4.0,63.0,1.0
19.454545454545457,0.3636363636363633,0.846000663790242,1.561606160616062,0.18148148148148147,0.16052946944111557,0.13636363636363635,11.0,19.0,70.0,15.0,1.0,-10.0,-28.0,1.0
-4.181818181818183,1.0,0.550621056782334,-0.15067062137407472,0.01948439569459215,0.026855228146250132,0.2569444444444444,1.0,3.0,30.0,2.0,-11.0,-9.0,-44.0,1.0
-4.272727272727273,4.363636363636363,-0.36174678810543526,-0.9180820635498463,-0.11618908939622441,-0.08139393939393941,0.16883116883116883,-9.0,2.0,-40.0,-8.0,1.0,-15.0,-138.0,1.0
1.5454545454545467,1.4545454545454533,-0.9945014074646679,-0.032170418740581574,0.07509475318507697,0.1481481481481482,-0.25,1.0,1.0,38.0,-13.0,2.0,-15.0,-157.0,1.0
1.6363636363636367,-3.0,0.012884317628843345,0.5197057927205933,0.022238512161171564,0.005078772802653397,-0.2545454545454545,5.0,-2.0,-5.0,2.0,0.0,5.0,15.0,1.0
2.333333333333332,7.166666666666668,0.36229090296211997,1.73137687007263,0.027282885343596797,-0.057081888503600964,-0.1428571428571429,7.0,2.0,19.0,-13.0,-6.0,-7.0,-50.0,1.0
-13.500000000000002,0.75,-1.0248019359567824,-0.4463763655947064,-0.012022362414730536,-0.18725868725868727,-0.125,-7.0,-18.0,-69.0,-12.0,-2.0,6.0,-39.0,0.0
0.5,4.833333333333332,0.4114658007927807,-0.3806794801774638,-0.0644615856532571,-0.03717830497107888,0.0,3.0,-4.0,7.0,12.0,1.0,15.0,84.0,0.0
4.833333333333332,-10.166666666666668,-0.12853228642702375,-0.1351606550300808,-0.019107292200609693,0.1098310291858679,0.45535714285714285,8.0,2.0,41.0,8.0,5.0,-18.0,-18.0,1.0
2.916666666666666,-0.9166666666666679,1.1462811303351317,0.42040204058382,0.062306163525197134,0.02356174257782584,-0.06666666666666665,2.0,1.0,17.0,2.0,2.0,-2.0,32.0,0.0
8.083333333333332,-5.916666666666666,-0.4525960196812804,0.2931998239436622,-0.0668280516431925,0.04938271604938271,-0.10588235294117654,8.0,3.0,15.0,2.0,14.0,-10.0,-24.0,1.0
-4.916666666666666,2.75,-0.9001865671641789,-1.0915787953199478,0.02143579373104154,-0.058084988962472384,-0.15555555555555556,-2.0,-7.0,-42.0,-1.0,-1.0,-2.0,72.0,1.0
-8.916666666666668,3.833333333333332,0.2126602564102562,-2.0069158786607444,-0.15932742260607347,-0.25706997892869027,0.42857142857142855,-12.0,-3.0,-85.0,-3.0,-1.0,-3.0,-30.0,1.0
-0.3333333333333357,1.1666666666666643,-1.3908781607676683,0.5722519157704946,0.09524116169746921,0.020958351992834745,0.05555555555555558,-1.0,1.0,-20.0,-15.0,-10.0,10.0,63.0,0.0
6.416666666666668,-3.666666666666668,-1.3799485585682136,1.771244979919678,0.05598393574297189,0.11227106227106226,0.16666666666666669,8.0,2.0,55.0,5.0,-10.0,-2.0,-146.0,1.0
-3.1666666666666643,2.833333333333334,-0.4404646859257739,-0.19464161983216588,0.008853645392254972,0.0321030528186077,-0.08080808080808077,0.0,-6.0,4.0,12.0,1.0,1.0,27.0,0.0
-3.666666666666666,-3.083333333333332,0.037634408602150504,-0.4980952380952379,-0.20507936507936503,-0.07288023442669439,-0.3153846153846153,-7.0,-2.0,-53.0,3.0,5.0,11.0,68.0,0.0
-5.333333333333332,2.833333333333332,0.5740460654250032,-1.6201741299422991,-0.03477862764135231,-0.08305322128851539,-0.20512820512820512,-3.0,-6.0,-27.0,3.0,-6.0,-4.0,-137.0,0.0
8.083333333333334,0.16666666666666785,0.347345374931582,2.3790591483487313,0.07526105270609884,0.07365704902650716,0.1647727272727273,7.0,6.0,64.0,15.0,6.0,-12.0,-120.0,1.0
-3.5,-6.5,0.368511026269303,-0.27890642564863555,-0.01668240478438776,0.02439688010157809,0.3333333333333333,-10.0,6.0,-21.0,-12.0,3.0,-16.0,-111.0,0.0
6.5,4.083333333333334,0.8981479176520377,1.2863855255916343,-0.010112823335167831,0.11882907467129744,0.08333333333333331,9.0,3.0,27.0,1.0,-1.0,2.0,141.0,1.0
4.461538461538462,-0.6923076923076898,0.5800664739571495,1.2056318364628424,-0.023810743653457034,0.05078034008851623,-0.04278074866310161,7.0,3.0,41.0,11.0,2.0,-5.0,-62.0,1.0
0.07692307692307665,5.846153846153845,0.7079699612403099,1.2219552886219551,0.001334668001334749,0.023734120912358103,-0.09999999999999998,0.0,5.0,26.0,-18.0,-8.0,-24.0,-213.0,0.0
-4.0,-2.9230769230769234,-0.48351119015858934,-0.13906989696463423,0.0036201615148983013,-0.11842105263157898,-0.04999999999999999,-4.0,-3.0,-29.0,3.0,-3.0,-4.0,-147.0,0.0
-1.6923076923076916,-1.8461538461538467,-0.701191069245052,0.5538140328177379,0.19853114156325358,0.05412651864264767,0.2714285714285714,2.0,-3.0,22.0,9.0,-6.0,10.0,78.0,0.0
-5.692307692307693,4.384615384615385,0.07072582480091016,-0.7626094641279026,-0.017985592244449844,-0.016237325294601257,-0.32352941176470584,-7.0,-8.0,-45.0,5.0,-7.0,4.0,-43.0,1.0
-6.307692307692307,1.6923076923076934,-1.887938388048061,-0.8898946395113994,0.03576903423607569,0.010663773104841734,-0.21153846153846156,-5.0,-4.0,-49.0,-15.0,-8.0,-7.0,-77.0,0.0
11.076923076923077,-0.15384615384615685,-0.18275820366040474,2.0358865376499677,0.14105926327847107,0.008967134219077744,0.18681318681318676,16.0,5.0,48.0,-1.0,6.0,-13.0,-76.0,1.0
0.3846153846153868,4.846153846153847,-0.21809753668160736,0.8460361777007588,-0.004102350159922108,-0.016354951016112063,-0.36507936507936506,3.0,3.0,4.0,-2.0,-5.0,-7.0,1.0,0.0
-5.076923076923077,-5.923076923076922,0.3840122772096697,-1.3768908558065176,-0.06074420532251856,-0.187977225581498,0.6363636363636364,-8.0,-1.0,-72.0,8.0,-3.0,13.0,107.0,1.0
-6.2307692307692335,0.8461538461538467,-0.46478204172876314,-1.1329156526691868,0.011546626624553413,-0.0488003726997438,0.12121212121212122,-11.0,0.0,-23.0,-14.0,-10.0,-1.0,-9.0,0.0
-3.0,1.6153846153846168,-1.0618274292018435,0.26583907872759927,0.004376546233156198,0.027439024390243927,0.2820512820512821,-8.0,4.0,-2.0,-12.0,2.0,12.0,100.0,1.0
-0.76923076923077,-0.38461538461538325,0.7543973941368076,0.2889013922328063,0.037475138699884836,-0.030672708260717996,-0.10416666666666669,-3.0,2.0,-40.0,-9.0,1.0,-4.0,70.0,0.0
2.2307692307692335,-0.8461538461538467,0.025159670528124067,0.20430274217996391,0.010369298608240318,0.11569358178053835,0.041666666666666685,1.0,6.0,46.0,-8.0,2.0,-16.0,-86.0,0.0
12.46153846153846,3.7692307692307683,0.24995286507809933,0.8376831501831505,0.09226190476190477,0.07925923103303734,-0.19999999999999996,5.0,17.0,42.0,19.0,0.0,14.0,188.0,1.0
1.6923076923076934,-2.5384615384615365,0.46636299403178016,-0.2030777572803526,-0.04556518869092174,0.034600113442994906,-0.017094017094017144,0.0,4.0,12.0,-11.0,12.0,22.0,335.0,0.0
-5.846153846153843,10.538461538461538,0.5065886455973829,0.5817366490012228,0.08148485647826198,0.0026434512900042617,-0.05303030303030298,-2.0,-3.0,24.0,-4.0,-15.0,5.0,55.0,0.0
3.7857142857142883,-4.214285714285712,-0.8219296933433062,0.14322012423551378,-0.0007259627567408611,0.02098438371444511,-0.14285714285714285,11.0,-5.0,47.0,13.0,3.0,10.0,-25.0,0.0
-7.5,-0.28571428571428825,1.4236323851203503,-1.829529657089898,-0.0883051436515292,-0.1286778877039702,-0.06666666666666665,-6.0,-9.0,-41.0,8.0,-3.0,-15.0,-177.0,0.0
1.071428571428573,2.8571428571428577,-0.21570048309178746,0.5257254487480187,0.03503292501172717,-0.08417783589408306,-0.17045454545454541,0.0,1.0,-47.0,-6.0,-2.0,-4.0,-123.0,1.0
-4.285714285714285,-1.4285714285714306,-0.24768114843177358,-1.3046962503345263,-0.014788529968579378,-0.13095238095238093,-0.24509803921568626,-4.0,-6.0,-31.0,-4.0,-6.0,30.0,130.0,0.0
0.928571428571427,1.3571428571428577,0.21167909857509626,-0.8072505175983444,-0.057188405797101494,0.04664341761115953,0.03676470588235292,3.0,-2.0,3.0,12.0,1.0,-18.0,-195.0,1.0
4.428571428571431,-7.857142857142856,0.14234604105571824,0.4314087759815237,-0.08889507220568182,0.04882342982901644,0.09625668449197855,7.0,5.0,38.0,8.0,9.0,2.0,111.0,1.0
4.857142857142858,-8.785714285714285,-0.016955266955267057,0.015313390313390407,0.0023148148148147696,0.05046695402298851,0.19999999999999996,3.0,2.0,21.0,23.0,11.0,27.0,170.0,1.0
-4.0,8.785714285714285,-0.18706041044416555,-0.7305220760054114,-0.08427622678637314,-0.03280730897009965,-0.15476190476190482,-3.0,-4.0,-13.0,-11.0,1.0,-14.0,-127.0,1.0
8.57142857142857,-1.9285714285714306,-0.7816515495086929,1.764823717948718,0.07258099445599453,0.0991596638655462,0.09090909090909088,11.0,5.0,47.0,20.0,6.0,-22.0,-238.0,0.0
14.928571428571429,-8.0,-0.06539909638554198,1.4559656136620989,0.0034721419822983934,0.02402064986334651,0.40559440559440557,10.0,7.0,48.0,16.0,26.0,23.0,154.0,1.0
-0.928571428571427,-1.2857142857142883,0.4837954853422346,-0.3191646688426104,-0.015060223563732933,-0.0747704802259887,0.3796992481203007,-4.0,-3.0,0.0,0.0,10.0,41.0,282.0,0.0
0.9285714285714306,4.928571428571427,-1.6107464193903782,0.4771870013056727,0.02773344939310418,0.011560693641618491,0.03205128205128205,0.0,0.0,18.0,4.0,5.0,42.0,333.0,0.0
-1.6428571428571423,-1.0,-0.2946374822413258,-1.1722434962314612,0.0012764405543399526,-0.0186730506155951,0.08333333333333337,-4.0,0.0,3.0,-3.0,3.0,1.0,-9.0,0.0
-8.071428571428573,-4.285714285714285,-0.2904072572862386,-1.1666745249658161,-0.11630282741603404,-0.03264404104183111,-0.29166666666666663,-12.0,-2.0,-75.0,1.0,-2.0,-6.0,-117.0,0.0
11.285714285714285,0.07142857142857295,0.5412823891084759,0.06040051679586611,0.0295219638242894,0.04597701149425287,-0.09999999999999998,4.0,17.0,16.0,25.0,1.0,8.0,148.0,1.0
1.7857142857142847,3.2142857142857153,0.2603253872264055,-0.28668881087690057,-0.017704873300484425,0.1906411788132218,-0.5714285714285714,-2.0,4.0,51.0,-11.0,-2.0,-2.0,2.0,1.0
0.8000000000000007,5.0,-0.09829981004216748,-0.1587820845092054,-0.056372746645165006,0.04152408688265985,-0.3382352941176471,5.0,-1.0,10.0,12.0,-7.0,-25.0,-181.0,1.0
